Starting ADC
ADC Started
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-2.81250	  -4.98060	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-4.99987	  -4.99977	  -4.99893	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.27344	  0.58594	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-4.99999	  -4.99977	  -4.99893	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-3.90625	  -3.90625	  -0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-4.99977	  -4.99893	  -4.08203	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-1.25000	  -1.25000	  -1.25000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
-4.99954	  -4.99786	  -4.99084	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  -5.00000	  0.00000
0.11719	  0.54688	  -4.45313	  0.00000
0.00107	  0.00427	  -4.99573	  0.00000
0.00000	  0.00001	  -4.99999	  0.00000
-2.50000	  -1.25000	  -1.25000	  0.00000
-0.00000	  -0.00000	  -2.81250	  0.00000
0.00107	  0.05859	  -4.72656	  0.00000
