Starting ADC
ADC Started
0.00000	  0.00001	  0.00001	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-3.75000	  -4.97070	  -4.97070	  0.00000
0.00023	  0.00107	  0.02930	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-2.81250	  -5.00000	  -5.00000	  0.00000
0.01709	  0.01831	  0.27344	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-4.99999	  -4.99977	  -4.99893	  0.00000
0.54688	  1.09375	  1.17188	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-4.99977	  0.00107	  0.00214	  0.00000
-5.00000	  -2.50000	  0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-4.99977	  0.00107	  0.00214	  0.00000
0.00000	  0.00001	  0.00002	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00007	  0.00214	  0.00214	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.11719	  0.27344	  0.54688	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.05859	  0.27344	  0.54688	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
4.37500	  2.18750	  2.18750	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00002	  0.00002	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00023	  0.00122	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.03418	  0.00977	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
1.09375	  0.62500	  -5.00000	  0.00000
0.00458	  0.00244	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.01953	  0.03906	  0.07813	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.62500	  0.62500	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00000	  0.00000	  -5.00000	  0.00000
0.00031	  0.00000	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.62500	  0.00000	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-3.75000	  -5.00000	  0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00015	  0.00000	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00427	  0.00061	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.11719	  0.03906	  0.62500	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
4.37990	  3.75000	  3.75000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00053	  0.00107	  0.00122	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00427	  0.00427	  0.00427	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00000	  0.00001	  0.00046	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00002	  0.00002	  0.00107	  0.00000
-0.00000	  -0.00000	  -0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-0.62500	  0.00000	  0.00000	  0.00000
-4.98291	  0.01709	  0.01709	  0.00000
-4.99997	  -4.99977	  0.00107	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-4.96582	  -4.97070	  -4.97070	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
0.00000	  0.00000	  0.00000	  0.00000
-3.90625	  -3.90625	  -0.62500	  0.0000
